nome_completo_do_carro,ano,preco_de_venda_USD,km_rodado,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,preco_de_venda_USD_normalizado,consumo_do_combustivel_kmpl_normalizado,preco_de_venda_USD_binned,tipo_de_combustivel_Diesel,tipo_de_combustivel_Petrol
Maruti Vitara Brezza VDi Option,2017,10616.438356164383,75000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,0.14811056047819346,1.2268613748391533,Baixo,1,0
Hyundai Xcent 1.2 VTVT SX,2020,7178.082191780822,32000.0,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,5.0,-0.15909109727600554,0.18732311340136568,Baixo,0,1
Maruti Alto 800 LXI,2015,3356.164383561644,40000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,-0.5005622626681231,0.8370345267999822,Baixo,0,1
Hyundai i20 1.2 Sportz,2012,3767.123287671233,93000.0,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,5.0,-0.4638449330560674,-0.5973283627800413,Baixo,0,1
Tata Zest Revotron 1.2 XT,2018,7123.287671232877,60000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,-0.1639867412242796,-0.4548916298426521,Baixo,0,1
Nissan Sunny XL,2014,7534.246575342466,37000.0,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,5.0,-0.12726941161222394,-0.6098228130377072,Baixo,0,1
Nissan Micra Active XV S,2015,4109.58904109589,80000.0,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,5.0,-0.4332471583793544,0.02489526005171085,Baixo,0,1
Maruti Wagon R LXI Optional,2016,4794.520547945205,140000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,-0.3720516090259283,0.2797820453080922,Baixo,0,1
Maruti Ritz LDi,2010,3424.6575342465753,110000.0,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,-0.4944427077327805,0.4272165583485476,Baixo,1,0
Renault KWID RXT,2016,3698.6301369863013,44000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.46996448799141,1.4442648093225368,Baixo,0,1
Maruti Eeco 5 Seater AC BSIV,2017,5616.424657534247,13500.0,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,5.0,-0.29861817371280397,-1.0046474411799438,Baixo,0,1
Hyundai Santro Xing GLS,2011,2260.27397260274,75000.0,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,5.0,-0.5984751416336048,-0.36743047803899176,Baixo,0,1
Hyundai Accent GLE,2007,1095.8904109589039,120000.0,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,5.0,-0.7025075755344291,-1.5469065823626358,Baixo,0,1
Maruti Swift Dzire VDI,2013,7534.246575342466,70000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,-0.12726941161222394,1.0019612702011698,Baixo,1,0
Honda Amaze S CVT Petrol BSIV,2019,9315.068493150686,15000.0,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,5.0,0.03183901670668389,-0.09755035247341276,Baixo,0,1
Hyundai i10 Sportz 1.2,2009,2739.72602739726,53000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,-0.5556382570862065,0.2422986945350945,Baixo,0,1
Maruti Swift Dzire VDI,2014,6849.315068493151,120000.0,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,5.0,-0.18846496096565007,1.0019612702011698,Baixo,1,0
Hyundai Getz 1.3 GVS,2008,1506.849315068493,120000.0,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,5.0,-0.6657902459223735,-1.2970175772093215,Baixo,0,1
Hyundai i20 1.2 Magna,2012,4383.5616438356155,100000.0,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,5.0,-0.4087689386379839,-0.22249485505006988,Baixo,0,1
Maruti Swift LXI Optional-O,2015,4794.520547945205,100000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,5.0,-0.3720516090259283,0.25229425474122685,Baixo,0,1
Tata Indica Vista TDI LS,2013,2328.7671232876714,162500.0,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,5.0,-0.5923555866982622,0.0024052495879126005,Baixo,1,0
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,10958.90410958904,39000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,0.17870833515490636,0.7870567257693196,Baixo,1,0
Maruti Ignis 1.3 Alpha,2017,6849.315068493151,75000.0,Diesel,Individual,Manual,First Owner,26.8,1248.0,74.0,5.0,-0.18846496096565007,1.8515838877224389,Baixo,1,0
Maruti Swift Dzire VDI,2012,4931.5068493150675,158000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,-0.3598124991552431,1.0019612702011698,Baixo,1,0
Maruti Swift Dzire LDi,2012,4246.575342465753,120000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,-0.4210080485086692,-0.02258365092741829,Baixo,1,0
Honda City i DTEC V,2015,9931.506849315068,50000.0,Diesel,Individual,Manual,Second Owner,26.0,1498.0,98.6,5.0,0.08691501112476728,1.6516726835997873,Baixo,1,0
Maruti Swift Dzire ZDi,2012,4657.534246575343,110000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,-0.3842907188966135,-0.02258365092741829,Baixo,1,0
Hyundai Xcent 1.2 CRDi E,2017,7534.246575342466,2000.0,Diesel,Individual,Manual,Second Owner,25.4,1186.0,73.97,5.0,-0.12726941161222394,1.5017392805077985,Baixo,1,0
Tata Tiago 1.05 Revotorq XZ,2016,5205.479452054795,70000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,-0.3353342794138726,1.9715306101960297,Baixo,1,0
Nissan Sunny XL AT Special Edition,2013,4794.520547945205,90000.0,Petrol,Individual,Automatic,Second Owner,17.97,1498.0,99.6,5.0,-0.3720516090259283,-0.3549360277813268,Baixo,0,1
Hyundai Elite i20 Magna Plus BSIV,2019,8356.164383561643,2000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,5.0,-0.053834752388112736,-0.1975059545347381,Baixo,0,1
Maruti Swift Dzire VXI,2015,7191.780821917808,20000.0,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,5.0,-0.15786718628893706,0.36474430706021904,Baixo,0,1
Maruti Swift Dzire ZDi,2012,4383.5616438356155,193000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,-0.4087689386379839,-0.02258365092741829,Baixo,1,0
Maruti Swift 1.2 DLX (Only Delhi),2014,5136.986301369863,80000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,-0.3414538343492152,0.25229425474122685,Baixo,0,1
Datsun GO D Petrol,2019,4109.58904109589,40000.0,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,5.0,-0.4332471583793544,-0.09255257237034656,Baixo,0,1
Hyundai i20 Asta 1.4 CRDi,2015,6849.315068493151,70000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396.0,88.73,5.0,-0.18846496096565007,0.7870567257693196,Baixo,1,0
Tata Tiago Wizz 1.05 Revotorq,2017,4794.520547945205,120000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,-0.3720516090259283,1.9715306101960297,Baixo,1,0
Tata Zest Revotron 1.2 XT,2015,5205.479452054795,40000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,-0.3353342794138726,-0.4548916298426521,Baixo,0,1
Hyundai Accent GLE,2008,1575.3287671232874,95200.0,Petrol,Individual,Manual,Third Owner,13.2,1495.0,94.0,5.0,-0.6596719148980179,-1.5469065823626358,Baixo,0,1
Honda Brio Exclusive Edition,2014,4589.04109589041,33033.0,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,-0.3904102738319561,0.0024052495879126005,Baixo,0,1
Hyundai Grand i10 AT Asta,2015,6369.863013698629,63063.0,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82.0,5.0,-0.2313018455130483,-0.12253925298874452,Baixo,0,1
Tata Manza Club Class Quadrajet90 LX,2012,3972.6027397260273,60000.0,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,5.0,-0.4454862682500396,0.407225437936282,Baixo,1,0
Maruti Alto LX,2005,1506.849315068493,45000.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,-0.6657902459223735,0.07737195113390706,Baixo,0,1
Hyundai Grand i10 Sportz,2017,6164.3835616438355,35000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,-0.24966051031907616,-0.12253925298874452,Baixo,0,1
Hyundai Grand i10 Sportz,2017,6164.3835616438355,35000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,5.0,-0.24966051031907616,-0.12253925298874452,Baixo,0,1
Hyundai i10 Sportz AT,2013,3972.6027397260273,50000.0,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,-0.4454862682500396,-0.6098228130377072,Baixo,0,1
Maruti Swift VXI Deca,2016,7123.287671232877,20000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,-0.1639867412242796,0.25229425474122685,Baixo,0,1
Hyundai i10 Sportz AT,2011,3630.1369863013697,20000.0,Petrol,Individual,Automatic,First Owner,16.95,1197.0,78.9,5.0,-0.4760840429267527,-0.6098228130377072,Baixo,0,1
Maruti Swift VXI,2012,4520.54794520548,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,-0.3965298287672987,-0.1975059545347381,Baixo,0,1
Maruti Swift VXI,2012,4520.54794520548,50000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,-0.3965298287672987,-0.1975059545347381,Baixo,0,1
Hyundai i20 Active 1.2,2015,7191.780821917808,50000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,-0.15786718628893706,-0.5498494518009113,Baixo,0,1
Maruti Baleno Zeta,2019,9246.575342465754,16500.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,0.025719461771341275,0.4047265478847493,Baixo,0,1
Hyundai i20 1.2 Asta,2010,4109.58904109589,70000.0,Petrol,Individual,Manual,First Owner,17.0,1197.0,80.0,5.0,-0.4332471583793544,-0.5973283627800413,Baixo,0,1
Maruti Alto LXI,2005,1232.8767123287669,99361.0,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,5.0,-0.6902684656637439,0.07737195113390706,Baixo,0,1
Maruti Swift Dzire VDI,2017,8904.109589041096,25000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,-0.00487831290537181,1.7991071966402423,Baixo,1,0
Maruti Swift Dzire VXI,2014,5602.739726027397,70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,-0.2998408607888855,-0.07256145195808097,Baixo,0,1
Hyundai Grand i10 CRDi Sportz,2015,5410.95890410959,80000.0,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,-0.31697561460784485,1.1518946732931583,Baixo,1,0
Maruti Swift Dzire VXI,2014,5479.45205479452,70000.0,Petrol,Individual,Manual,Second Owner,19.1,1197.0,85.8,5.0,-0.31085605967250224,-0.07256145195808097,Baixo,0,1
Chevrolet Beat LS,2012,1643.835616438356,60000.0,Petrol,Individual,Manual,Third Owner,18.6,1199.0,79.4,5.0,-0.6535511360516882,-0.1975059545347381,Baixo,0,1
Tata Tigor 1.2 Revotron XZA,2018,8835.616438356165,10000.0,Petrol,Individual,Automatic,First Owner,20.3,1199.0,84.0,5.0,-0.010997867840714428,0.227305354225896,Baixo,0,1
Honda City i-DTEC VX,2017,17808.219178082192,30000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,0.7906638286891672,1.5517170815384618,Baixo,1,0
Honda City i-DTEC VX,2017,17123.287671232876,33000.0,Diesel,Individual,Manual,First Owner,25.6,1498.0,97.9,5.0,0.729468279335741,1.5517170815384618,Baixo,1,0
Nissan Terrano XV Premium 110 PS,2014,7602.739726027397,80100.0,Diesel,Individual,Manual,Second Owner,19.01,1461.0,108.5,5.0,-0.12114985667688136,-0.09505146242187924,Baixo,1,0
Honda City i VTEC VX,2014,9931.506849315068,120000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,0.08691501112476728,-0.497372760718716,Baixo,0,1
Renault KWID RXL,2016,3150.671232876712,40000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.518922151385138,1.4442648093225368,Baixo,0,1
Maruti Wagon R VXI BS IV,2017,5616.424657534247,47000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,-0.29861817371280397,0.2797820453080922,Baixo,0,1
Hyundai Creta 1.4 CRDi S Plus,2018,16575.342465753423,25000.0,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,5.0,0.6805118398530001,0.4971854797914749,Baixo,1,0
Tata Tiago 1.2 Revotron XZ,2017,5479.45205479452,26000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,-0.31085605967250224,1.1119124324686285,Baixo,0,1
Hyundai Grand i10 1.2 CRDi Sportz,2018,7123.287671232877,29000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,-0.1639867412242796,1.1518946732931583,Baixo,1,0
Maruti Baleno Zeta Automatic,2016,8904.109589041096,50000.0,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,5.0,-0.00487831290537181,0.5021832598945412,Baixo,0,1
Maruti Swift ZXI ABS,2011,4452.054794520548,58000.0,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,-0.4026493837026413,-0.8222284674180238,Baixo,0,1
Maruti Swift Dzire VXi AT,2012,5753.424657534247,120000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,85.8,5.0,-0.2863778399311317,-0.497372760718716,Baixo,0,1
Maruti Swift LXI Option,2014,5479.45205479452,50000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,-0.31085605967250224,0.25229425474122685,Baixo,0,1
Hyundai i20 1.2 Asta,2010,3493.1369863013697,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.0,1197.0,80.0,5.0,-0.4883243767084249,-0.5973283627800413,Baixo,0,1
Maruti Zen LXI,2003,890.4109589041096,60000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,-0.7208662403404569,-0.5223616612340468,Baixo,0,1
Maruti Celerio LXI,2017,4808.219178082191,36000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,-0.3708276980388597,0.9269945686551762,Baixo,0,1
Maruti Ritz LDi,2011,2534.2465753424663,185000.0,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,-0.5739969218922344,0.4272165583485476,Baixo,1,0
Nissan Micra Diesel XV,2011,3424.6575342465753,50000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,-0.4944427077327805,0.9219967885521092,Baixo,1,0
Maruti Zen LXI,2002,821.917808219178,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993.0,60.0,5.0,-0.7269857952757995,-0.5223616612340468,Baixo,0,1
Maruti Zen Estilo LXI BSIII,2007,1164.3835616438355,80000.0,Petrol,Individual,Manual,Second Owner,18.2,998.0,67.1,5.0,-0.6963880205990866,-0.2974615565960644,Baixo,0,1
Maruti Alto LX,2005,1164.3835616438355,80000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,46.3,5.0,-0.6963880205990866,0.07737195113390706,Baixo,0,1
Maruti Swift Dzire ZDi,2011,3630.1369863013697,90000.0,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248.0,73.9,5.0,-0.4760840429267527,-0.02258365092741829,Baixo,1,0
Maruti A-Star Vxi,2010,1780.8219178082193,162000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,66.1,5.0,-0.6413120261810029,-0.09755035247341276,Baixo,0,1
Maruti Swift Ldi BSIII,2008,2328.7671232876714,120000.0,Diesel,Individual,Manual,Third Owner,17.8,1248.0,75.0,5.0,-0.5923555866982622,-0.3974171586573897,Baixo,1,0
Nissan Micra Diesel XV,2011,3767.123287671233,45000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,-0.4638449330560674,0.9219967885521092,Baixo,1,0
Maruti Wagon R LXI,2005,1219.1780821917807,90000.0,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,-0.6914923766508124,-0.12253925298874452,Baixo,0,1
Ford Figo Diesel Titanium,2010,2328.7671232876714,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,-0.5923555866982622,0.15233865267990152,Baixo,1,0
Mahindra XUV300 W8 Option BSIV,2019,14931.506849315068,16500.0,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,5.0,0.5336425214047776,-0.5973283627800413,Baixo,0,1
Maruti Swift VXI BSIV,2018,8356.164383561643,52000.0,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,-0.053834752388112736,0.65211666298653,Baixo,0,1
Datsun GO T Option BSIV,2016,4589.04109589041,40000.0,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,5.0,-0.3904102738319561,0.3097687259264893,Baixo,0,1
Hyundai Grand i10 Asta,2015,5958.890410958904,40000.0,Petrol,Dealer,Manual,First Owner,18.9,1197.0,82.0,5.0,-0.26802039903609104,-0.12253925298874452,Baixo,0,1
Renault KWID RXL,2018,5342.465753424657,13000.0,Petrol,Dealer,Manual,First Owner,20.71,799.0,53.26,5.0,-0.32309516954318745,0.3297598463387549,Baixo,0,1
Honda Brio 1.2 VX MT,2012,4452.054794520548,40000.0,Petrol,Dealer,Manual,First Owner,18.5,1198.0,86.8,5.0,-0.4026493837026413,-0.22249485505006988,Baixo,0,1
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,8767.123287671233,10000.0,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,-0.017117422776057042,-0.5973283627800413,Baixo,0,1
Nissan Sunny XV Special Edition,2012,6164.3835616438355,9000.0,Petrol,Dealer,Manual,First Owner,16.95,1498.0,97.7,5.0,-0.24966051031907616,-0.6098228130377072,Baixo,0,1
Toyota Etios Liva GD SP,2013,5479.45205479452,70000.0,Diesel,Dealer,Manual,Second Owner,23.59,1364.0,67.06,5.0,-0.31085605967250224,1.0494401811802998,Baixo,1,0
Hyundai i10 Sportz,2009,2945.205479452055,60000.0,Petrol,Dealer,Manual,First Owner,20.36,1197.0,78.9,5.0,-0.5372795922801786,0.2422986945350945,Baixo,0,1
Renault Duster 85PS Diesel RxL,2014,7808.219178082192,40000.0,Diesel,Dealer,Manual,First Owner,20.45,1461.0,83.8,5.0,-0.10279119187085352,0.2647887049988928,Baixo,1,0
Tata Indigo CS eGLX BS IV,2011,2054.794520547945,50000.0,Petrol,Individual,Manual,Second Owner,15.64,1193.0,64.08,5.0,-0.6168338064396327,-0.9371774097885486,Baixo,0,1
Nissan Micra Diesel XL,2013,3424.6575342465753,120000.0,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.1,5.0,-0.4944427077327805,0.9219967885521092,Baixo,1,0
Maruti Wagon R LXI,2005,890.4109589041096,35000.0,Petrol,Individual,Manual,First Owner,18.9,998.0,67.1,5.0,-0.7208662403404569,-0.12253925298874452,Baixo,0,1
Maruti Swift Dzire VDI,2016,7534.246575342466,60000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,-0.12726941161222394,1.7991071966402423,Baixo,1,0
Hyundai i10 Magna,2010,1917.8082191780825,70000.0,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197.0,78.9,5.0,-0.6290729163103178,0.2422986945350945,Baixo,0,1
Renault KWID RXT,2016,4109.58904109589,30000.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.4332471583793544,1.4442648093225368,Baixo,0,1
Maruti Wagon R LXI,2013,3082.1917808219177,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,-0.5250404824094935,0.5996399719043338,Baixo,0,1
Maruti Baleno Alpha 1.3,2018,10136.986301369865,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,0.10527367593079512,1.9990184007628944,Baixo,1,0
Honda Jazz VX,2016,7534.246575342466,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,-0.12726941161222394,-0.2974615565960644,Baixo,0,1
Maruti Swift AMT VVT VXI,2019,8904.109589041096,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.00487831290537181,0.65211666298653,Baixo,0,1
Toyota Etios VX,2017,8561.643835616438,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,-0.03547608758208489,-0.6523039439137702,Baixo,0,1
Maruti Swift AMT ZXI,2018,8219.17808219178,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.06607386225879798,0.65211666298653,Baixo,0,1
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.3835616438355,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,-0.24966051031907616,1.1518946732931583,Baixo,1,0
Honda Amaze V CVT Petrol BSIV,2019,10671.232876712327,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,0.15300620442646748,-0.09755035247341276,Baixo,0,1
Skoda Rapid 1.6 MPI AT Elegance,2016,8835.616438356165,11000.0,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,5.0,-0.010997867840714428,-1.2720286766939897,Baixo,0,1
Hyundai i10 Magna,2010,2054.794520547945,106000.0,Petrol,Individual,Manual,Third Owner,20.36,1197.0,78.9,5.0,-0.6168338064396327,0.2422986945350945,Baixo,0,1
Maruti Swift Dzire VDI,2015,6575.342465753424,90000.0,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,5.0,-0.21294318070702054,1.7991071966402423,Baixo,1,0
Maruti SX4 Celebration Diesel,2012,4109.58904109589,100000.0,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,-0.4332471583793544,0.5271721604098729,Baixo,1,0
Maruti Alto 800 VXI,2016,3287.671232876712,50000.0,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,-0.5066818176034658,0.8370345267999822,Baixo,0,1
Honda City i-VTEC CVT V,2018,14863.013698630137,1000.0,Petrol,Individual,Automatic,First Owner,18.0,1497.0,117.6,5.0,0.527522966469435,-0.347439357626727,Baixo,0,1
Maruti Swift Dzire AMT VDI,2017,10273.972602739726,19000.0,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,0.11751278580148035,2.251406295967741,Baixo,1,0
Maruti Alto K10 VXI,2014,2945.205479452055,80000.0,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,-0.5372795922801786,1.1394002230354927,Baixo,0,1
Maruti Alto K10 LXI,2010,2054.794520547945,80000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,-0.6168338064396327,0.3822365374209511,Baixo,0,1
Hyundai EON Sportz,2013,3000.0,50000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.5323839483319046,0.4272165583485476,Baixo,0,1
Tata Tiago 1.2 Revotron XE,2018,4452.054794520548,100000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,-0.4026493837026413,1.1119124324686285,Baixo,0,1
Maruti Eeco Smiles 5 Seater AC,2013,3561.6438356164385,120000.0,Petrol,Individual,Manual,Second Owner,15.1,1196.0,73.0,5.0,-0.4822035978620953,-1.0721174725713385,Baixo,0,1
Maruti Wagon R LXI,2013,3082.1917808219177,58343.0,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,-0.5250404824094935,0.5996399719043338,Baixo,0,1
Maruti Baleno Alpha 1.3,2018,10136.986301369865,38817.0,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,5.0,0.10527367593079512,1.9990184007628944,Baixo,1,0
Honda Jazz VX,2016,7534.246575342466,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,-0.12726941161222394,-0.2974615565960644,Baixo,0,1
Maruti Swift AMT VVT VXI,2019,8904.109589041096,5621.0,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.00487831290537181,0.65211666298653,Baixo,0,1
Toyota Etios VX,2017,8561.643835616438,25538.0,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,5.0,-0.03547608758208489,-0.6523039439137702,Baixo,0,1
Maruti Swift AMT ZXI,2018,8219.17808219178,69779.0,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,5.0,-0.06607386225879798,0.65211666298653,Baixo,0,1
Hyundai Grand i10 1.2 CRDi Sportz,2017,6164.3835616438355,56290.0,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,-0.24966051031907616,1.1518946732931583,Baixo,1,0
